weight,age,height,size
58,47.0,167.64,M
65,22.0,167.64,XL
61,37.0,162.56,XL
54,31.0,165.1,M
74,34.0,172.72,XXXL
61,18.0,175.26,L
62,35.0,170.18,L
52,35.0,160.02,S
44,30.0,160.02,XXS
62,37.0,162.56,XL
89,39.0,172.72,XXXL
69,28.0,177.8,XL
70,24.0,172.72,XXXL
62,25.0,157.48,XXXL
58,34.0,172.72,L
61,29.0,165.1,M
53,35.0,172.72,S
74,34.0,172.72,XXXL
70,31.0,162.56,M
68,26.0,170.18,XL
58,35.0,167.64,M
53,37.0,160.02,XXL
52,31.0,157.48,XXS
74,33.0,175.26,XL
72,27.0,172.72,XL
58,34.0,162.56,M
55,35.0,170.18,S
54,31.0,157.48,S
54,37.0,157.48,S
61,33.0,160.02,M
58,40.0,160.02,M
58,29.0,170.18,M
72,40.0,175.26,XXXL
52,29.0,162.56,M
61,32.0,167.64,M
72,23.0,180.34,L
74,31.0,167.64,XL
61,30.0,170.18,L
63,32.0,172.72,L
55,40.0,160.02,S
81,38.0,165.1,XXXL
51,40.0,160.02,S
59,60.0,160.02,L
58,26.0,167.64,M
56,31.0,167.64,M
53,32.0,162.56,S
65,35.0,162.56,XL
61,29.0,167.64,L
45,43.0,157.48,XXS
68,34.0,160.02,XXXL
65,3.0,175.26,L
74,37.0,165.1,XXXL
58,34.0,160.02,L
56,31.0,170.18,M
50,40.0,152.4,XXS
61,32.0,177.8,XL
49,33.0,154.94,XXS
65,32.0,177.8,L
68,27.0,170.18,XL
50,30.0,157.48,S
70,29.0,162.56,XXXL
52,35.0,165.1,XXS
63,33.0,165.1,M
90,25.0,175.26,XXXL
68,34.0,172.72,L
63,28.0,160.02,M
65,31.0,172.72,L
68,31.0,165.1,XXXL
50,36.0,167.64,XXS
58,41.0,160.02,M
58,29.0,172.72,M
54,28.0,160.02,M
56,29.0,165.1,S
58,32.0,175.26,M
58,28.0,162.56,M
51,26.0,157.48,XXS
56,33.0,157.48,M
58,32.0,157.48,M
56,20.0,160.02,S
54,28.0,172.72,S
79,34.0,162.56,XXXL
52,29.0,162.56,XXS
65,47.0,170.18,XL
52,33.0,162.56,S
81,32.0,170.18,XXXL
58,28.0,167.64,S
49,39.0,160.02,M
56,47.0,167.64,M
47,37.0,154.94,S
54,25.0,165.1,XXS
47,24.0,154.94,XXS
52,43.0,167.64,M
77,26.0,175.26,XL
56,29.0,167.64,S
57,42.0,160.02,L
48,38.0,160.02,S
49,53.0,152.4,S
47,31.0,157.48,XXS
61,35.0,167.64,L
52,35.0,160.02,S
65,31.0,172.72,L
53,54.0,170.18,S
63,33.0,177.8,L
61,36.0,167.64,L
47,19.0,160.02,XXS
58,36.0,160.02,M
51,30.0,162.56,XXS
56,37.0,175.26,S
63,29.0,175.26,XL
58,25.0,170.18,S
56,44.0,160.02,M
57,43.0,162.56,M
52,40.0,157.48,M
61,27.0,162.56,S
48,28.0,160.02,S
99,29.0,160.02,XXXL
65,26.0,175.26,XL
61,30.0,172.72,L
56,28.0,149.86,M
58,39.0,167.64,M
56,32.0,167.64,XXS
61,57.0,165.1,L
63,33.0,157.48,L
63,36.0,175.26,S
56,39.0,180.34,XXXL
58,26.0,154.94,M
58,40.0,157.48,M
69,36.0,172.72,L
56,25.0,165.1,S
58,28.0,170.18,S
52,50.0,162.56,S
65,41.0,157.48,XXXL
47,39.0,162.56,S
63,36.0,165.1,XL
72,33.0,170.18,XXXL
65,36.0,167.64,L
65,29.0,170.18,M
90,40.0,165.1,XXXL
58,30.0,160.02,M
57,29.0,157.48,M
60,38.0,165.1,XL
56,26.0,152.4,S
70,28.0,177.8,XL
51,23.0,170.18,S
61,27.0,165.1,M
53,24.0,175.26,M
61,31.0,165.1,XL
50,32.0,160.02,S
64,30.0,172.72,XL
62,32.0,160.02,XL
65,38.0,177.8,XL
70,37.0,160.02,XXXL
65,35.0,167.64,XXXL
52,28.0,167.64,S
54,32.0,165.1,M
65,54.0,165.1,XXXL
113,31.0,170.18,XXXL
61,36.0,160.02,M
56,29.0,152.4,S
56,36.0,175.26,M
52,26.0,149.86,S
61,34.0,165.1,L
70,27.0,167.64,XL
68,35.0,162.56,L
68,30.0,167.64,L
83,37.0,175.26,XXXL
49,27.0,167.64,XXS
61,39.0,160.02,L
61,39.0,154.94,M
58,53.0,167.64,XL
43,22.0,152.4,XXS
77,36.0,167.64,XXXL
61,25.0,165.1,L
54,30.0,170.18,S
81,25.0,175.26,XXXL
68,24.0,172.72,XXXL
54,30.0,165.1,S
52,30.0,162.56,S
61,25.0,157.48,S
63,31.0,175.26,S
57,37.0,160.02,L
58,34.0,162.56,M
63,28.0,165.1,XL
58,29.0,170.18,M
58,26.0,162.56,L
53,33.0,149.86,M
99,38.0,167.64,XXXL
56,50.0,165.1,S
48,43.0,162.56,S
55,48.0,162.56,L
58,29.0,152.4,M
65,31.0,165.1,XL
55,36.0,162.56,M
46,32.0,157.48,XXS
61,29.0,167.64,M
56,34.0,160.02,M
61,42.0,172.72,L
56,34.0,160.02,M
56,28.0,162.56,M
58,31.0,172.72,M
54,32.0,160.02,XL
61,27.0,162.56,M
60,36.0,157.48,XL
65,44.0,170.18,XXXL
81,31.0,172.72,XXXL
63,40.0,160.02,XL
52,31.0,165.1,S
54,23.0,167.64,M
55,29.0,165.1,S
59,38.0,172.72,L
56,35.0,172.72,S
57,40.0,167.64,L
58,28.0,152.4,L
66,23.0,162.56,XL
79,29.0,172.72,XXXL
65,27.0,170.18,XL
58,27.0,172.72,M
58,39.0,167.64,M
81,21.0,172.72,XXXL
79,30.0,170.18,XXXL
49,30.0,167.64,M
56,28.0,157.48,XXS
48,53.0,160.02,S
50,52.0,160.02,M
54,39.0,162.56,M
54,29.0,160.02,S
70,53.0,167.64,XXXL
68,28.0,167.64,L
51,29.0,162.56,XXS
72,30.0,175.26,XXXL
58,30.0,160.02,L
63,45.0,160.02,XXXL
61,33.0,157.48,L
56,30.0,167.64,S
68,32.0,175.26,XL
55,29.0,154.94,M
51,26.0,160.02,XXS
83,30.0,167.64,XXXL
71,33.0,157.48,XL
56,48.0,162.56,XL
77,28.0,160.02,XXXL
59,37.0,160.02,M
65,47.0,175.26,XXXL
83,29.0,172.72,XXXL
65,35.0,170.18,M
70,23.0,165.1,XXXL
56,29.0,167.64,S
65,28.0,175.26,XL
58,29.0,152.4,M
63,29.0,165.1,L
72,26.0,167.64,XXXL
61,47.0,152.4,XL
58,28.0,157.48,M
85,42.0,170.18,XXXL
56,32.0,172.72,M
56,39.0,160.02,XXXL
61,24.0,162.56,XL
61,25.0,172.72,S
50,32.0,167.64,S
49,38.0,165.1,S
61,24.0,165.1,M
52,28.0,160.02,XXS
48,32.0,162.56,S
53,48.0,154.94,M
55,34.0,167.64,M
63,35.0,170.18,M
52,30.0,157.48,M
62,33.0,172.72,XL
61,31.0,167.64,XL
81,35.0,175.26,XXXL
68,31.0,170.18,XL
77,29.0,175.26,XXXL
63,51.0,167.64,XL
48,36.0,157.48,XXS
57,41.0,162.56,L
74,33.0,172.72,XL
65,38.0,162.56,L
49,35.0,154.94,M
49,38.0,154.94,XXS
47,29.0,154.94,S
70,37.0,170.18,XXXL
58,38.0,160.02,XL
68,33.0,175.26,XL
63,35.0,170.18,M
65,34.0,170.18,S
52,35.0,152.4,XXS
61,44.0,162.56,L
56,34.0,175.26,M
93,35.0,167.64,XXXL
56,37.0,162.56,L
74,40.0,157.48,XXXL
68,33.0,170.18,XL
49,36.0,160.02,XXS
54,35.0,157.48,M
68,35.0,170.18,XXXL
58,29.0,180.34,M
61,32.0,165.1,M
72,30.0,167.64,XL
58,41.0,162.56,L
80,30.0,175.26,XL
52,38.0,167.64,S
54,28.0,157.48,S
49,29.0,162.56,XXS
61,31.0,160.02,M
53,59.0,162.56,M
68,28.0,182.88,XL
68,35.0,167.64,XL
56,30.0,167.64,M
56,31.0,160.02,M
77,29.0,182.88,XL
57,35.0,160.02,XL
52,28.0,162.56,M
49,33.0,157.48,XXS
60,32.0,170.18,S
54,29.0,162.56,M
61,33.0,167.64,L
83,30.0,177.8,XXXL
58,30.0,165.1,S
77,33.0,180.34,XXXL
65,25.0,167.64,XL
72,30.0,167.64,XXXL
67,30.0,157.48,XL
50,39.0,165.1,S
55,36.0,165.1,M
68,27.0,162.56,L
61,36.0,170.18,XL
70,36.0,162.56,XXXL
58,33.0,157.48,L
49,36.0,162.56,M
67,35.0,175.26,L
58,34.0,170.18,M
61,25.0,162.56,L
49,25.0,157.48,XXS
48,29.0,157.48,XXS
47,34.0,160.02,S
53,34.0,170.18,XL
58,35.0,175.26,M
49,34.0,157.48,XXS
83,39.0,170.18,XXXL
63,30.0,177.8,M
55,29.0,162.56,S
61,25.0,165.1,L
65,45.0,175.26,L
63,36.0,175.26,M
61,34.0,170.18,S
58,42.0,170.18,S
70,36.0,162.56,XXXL
58,25.0,170.18,M
49,26.0,157.48,XXS
56,29.0,162.56,S
61,31.0,165.1,M
63,36.0,167.64,L
86,38.0,177.8,XXXL
61,34.0,157.48,M
56,35.0,162.56,M
54,28.0,172.72,S
68,25.0,172.72,XL
58,31.0,160.02,M
54,34.0,165.1,S
68,35.0,162.56,XXXL
58,27.0,162.56,M
65,47.0,162.56,XXXL
49,27.0,154.94,S
65,27.0,165.1,XL
58,33.0,160.02,XL
88,31.0,170.18,XXXL
61,25.0,165.1,L
63,17.0,160.02,S
76,32.0,167.64,XXXL
56,36.0,157.48,M
61,36.0,170.18,L
68,34.0,157.48,XL
56,34.0,170.18,M
77,40.0,165.1,XXXL
54,30.0,160.02,S
63,32.0,160.02,M
60,33.0,154.94,L
52,35.0,167.64,S
56,30.0,162.56,L
70,34.0,162.56,XL
58,38.0,165.1,M
53,25.0,162.56,XXS
56,48.0,165.1,S
52,36.0,152.4,M
68,32.0,175.26,XL
50,32.0,157.48,S
60,44.0,177.8,XL
46,33.0,157.48,XXS
53,31.0,162.56,XXS
56,23.0,160.02,M
68,38.0,167.64,XXXL
83,52.0,160.02,XXXL
58,24.0,170.18,S
61,44.0,170.18,L
97,38.0,162.56,XXXL
54,31.0,162.56,S
58,29.0,172.72,M
56,44.0,175.26,S
47,49.0,152.4,M
83,30.0,177.8,XXXL
68,30.0,162.56,M
48,31.0,157.48,S
63,32.0,175.26,M
53,32.0,162.56,XXS
89,29.0,157.48,XXXL
45,42.0,154.94,S
58,20.0,177.8,M
52,22.0,170.18,XXS
58,35.0,162.56,L
63,25.0,162.56,XL
65,28.0,172.72,L
65,37.0,172.72,XL
77,47.0,162.56,XXXL
61,30.0,175.26,M
53,28.0,162.56,S
58,26.0,154.94,M
58,39.0,165.1,S
61,31.0,167.64,M
72,34.0,165.1,XXXL
70,25.0,170.18,XL
54,43.0,157.48,S
65,37.0,167.64,XXXL
49,22.0,162.56,XXS
72,34.0,170.18,XXXL
58,37.0,170.18,XXS
49,30.0,167.64,M
68,34.0,167.64,XXXL
47,33.0,165.1,S
54,23.0,162.56,S
80,33.0,167.64,XXXL
77,27.0,167.64,XXXL
79,38.0,172.72,XXXL
70,28.0,162.56,L
55,42.0,167.64,L
54,27.0,175.26,S
52,23.0,175.26,S
54,47.0,162.56,M
58,30.0,167.64,XXS
56,34.0,170.18,S
70,42.0,177.8,XXXL
54,37.0,162.56,S
65,60.0,162.56,XL
56,43.0,170.18,S
65,37.0,175.26,XL
83,45.0,172.72,XXXL
77,27.0,175.26,XXXL
52,32.0,165.1,M
70,28.0,160.02,XXXL
58,31.0,165.1,M
48,30.0,157.48,M
49,40.0,154.94,S
54,37.0,167.64,M
56,55.0,165.1,M
61,35.0,180.34,M
61,29.0,180.34,L
78,29.0,167.64,XXXL
61,29.0,162.56,M
52,34.0,157.48,S
63,39.0,167.64,L
65,32.0,182.88,M
52,32.0,160.02,S
55,39.0,162.56,XL
61,24.0,165.1,XXXL
70,36.0,177.8,XXXL
56,47.0,162.56,M
54,18.0,162.56,S
47,22.0,170.18,S
56,28.0,154.94,M
58,40.0,170.18,M
59,36.0,167.64,L
69,27.0,170.18,XL
70,44.0,177.8,XXXL
56,32.0,157.48,M
65,29.0,172.72,S
70,30.0,170.18,XXXL
65,26.0,172.72,L
52,26.0,165.1,S
62,31.0,165.1,L
81,42.0,165.1,XXXL
60,30.0,172.72,M
68,31.0,182.88,XXXL
54,36.0,160.02,XXS
56,28.0,160.02,M
57,32.0,167.64,M
63,40.0,172.72,M
79,54.0,170.18,XXXL
63,35.0,165.1,XL
63,26.0,160.02,L
63,39.0,172.72,L
53,27.0,154.94,M
62,25.0,167.64,XL
74,30.0,180.34,XL
52,31.0,154.94,S
48,41.0,154.94,XXS
65,37.0,154.94,XXXL
47,34.0,152.4,S
68,29.0,162.56,L
63,27.0,165.1,M
55,35.0,162.56,M
65,36.0,167.64,XL
63,37.0,167.64,M
108,34.0,165.1,XXXL
86,33.0,165.1,XXXL
65,33.0,172.72,M
54,25.0,172.72,XL
81,33.0,170.18,XXXL
53,41.0,165.1,M
58,24.0,162.56,M
62,35.0,162.56,M
86,24.0,170.18,XXXL
54,33.0,170.18,M
58,33.0,162.56,M
70,45.0,182.88,XL
66,29.0,177.8,M
47,46.0,157.48,M
54,31.0,162.56,S
54,35.0,165.1,M
53,29.0,154.94,S
58,36.0,162.56,S
53,28.0,157.48,S
72,32.0,162.56,XXXL
58,37.0,170.18,M
77,31.0,172.72,XXXL
61,39.0,172.72,L
54,48.0,160.02,S
54,34.0,154.94,M
68,43.0,162.56,XXXL
72,34.0,167.64,XXXL
74,31.0,162.56,XXXL
52,36.0,165.1,M
72,32.0,157.48,XL
52,33.0,167.64,S
52,29.0,162.56,XXS
65,32.0,162.56,M
63,34.0,177.8,L
53,32.0,152.4,M
70,27.0,177.8,L
56,28.0,165.1,M
65,31.0,165.1,XL
50,28.0,162.56,XXS
54,31.0,167.64,S
68,22.0,175.26,XL
63,45.0,162.56,L
57,40.0,175.26,L
58,30.0,170.18,S
61,22.0,165.1,M
72,29.0,160.02,XL
63,27.0,162.56,L
65,29.0,162.56,L
106,35.0,177.8,XXXL
53,29.0,167.64,S
65,29.0,157.48,XXXL
49,30.0,165.1,S
74,30.0,175.26,XXXL
63,48.0,177.8,M
57,32.0,162.56,L
61,47.0,167.64,L
52,48.0,154.94,M
61,29.0,180.34,M
65,34.0,167.64,XL
58,33.0,172.72,S
68,27.0,167.64,XXXL
58,27.0,160.02,M
54,29.0,165.1,S
61,41.0,167.64,XL
54,33.0,165.1,M
65,33.0,160.02,L
68,28.0,170.18,XL
58,48.0,167.64,M
56,27.0,157.48,M
61,28.0,157.48,L
55,26.0,170.18,M
54,29.0,170.18,M
49,27.0,170.18,XXS
72,54.0,165.1,XL
72,38.0,175.26,XL
70,38.0,167.64,L
56,31.0,160.02,M
68,29.0,162.56,L
59,28.0,160.02,S
58,34.0,175.26,S
61,36.0,157.48,XL
58,36.0,175.26,L
67,34.0,167.64,L
61,26.0,165.1,M
56,32.0,172.72,L
61,59.0,177.8,XL
58,34.0,165.1,M
61,29.0,162.56,L
63,38.0,165.1,XL
61,31.0,167.64,S
54,26.0,167.64,XXS
48,29.0,157.48,S
63,34.0,162.56,XL
56,21.0,157.48,S
50,37.0,165.1,S
74,36.0,175.26,XXXL
68,42.0,160.02,XL
63,43.0,157.48,XXXL
49,34.0,160.02,XXS
52,23.0,157.48,XXS
52,37.0,167.64,S
54,24.0,165.1,S
63,32.0,170.18,XL
59,40.0,170.18,M
63,29.0,167.64,M
49,33.0,160.02,XXS
56,30.0,157.48,M
53,35.0,165.1,S
58,35.0,157.48,S
58,33.0,165.1,M
63,40.0,154.94,XL
61,63.0,170.18,XXXL
70,37.0,167.64,XL
65,25.0,172.72,L
68,51.0,167.64,XXXL
68,40.0,170.18,XL
54,42.0,152.4,L
58,30.0,170.18,XL
99,48.0,170.18,XXXL
65,29.0,172.72,L
63,49.0,160.02,M
43,32.0,154.94,XXS
72,28.0,162.56,XXXL
53,41.0,165.1,S
61,29.0,165.1,M
51,50.0,160.02,S
68,49.0,175.26,XL
68,35.0,177.8,XL
63,29.0,162.56,XL
47,30.0,154.94,XXS
54,39.0,160.02,XXS
49,28.0,160.02,S
56,32.0,167.64,M
70,33.0,162.56,XXXL
61,43.0,177.8,S
56,27.0,162.56,M
65,29.0,170.18,L
77,37.0,177.8,XXXL
59,23.0,162.56,M
68,27.0,167.64,XL
63,25.0,160.02,L
52,28.0,162.56,S
56,38.0,167.64,S
52,32.0,154.94,XXS
65,35.0,170.18,XL
74,26.0,170.18,XXXL
61,23.0,177.8,XXS
65,35.0,172.72,L
65,31.0,167.64,XL
56,31.0,172.72,M
58,55.0,175.26,M
53,30.0,165.1,S
77,27.0,177.8,XXXL
74,28.0,175.26,XXXL
58,28.0,167.64,S
72,27.0,170.18,XL
52,36.0,162.56,S
67,37.0,162.56,L
54,29.0,167.64,XXS
54,27.0,162.56,M
74,32.0,177.8,XL
61,46.0,180.34,L
81,34.0,172.72,XXXL
63,29.0,172.72,L
70,24.0,167.64,XL
61,59.0,165.1,L
58,23.0,162.56,S
68,38.0,170.18,XL
56,34.0,149.86,S
58,29.0,170.18,S
92,28.0,175.26,XXXL
57,63.0,165.1,M
56,29.0,167.64,M
67,44.0,157.48,XXXL
54,36.0,167.64,S
52,47.0,162.56,M
56,29.0,160.02,M
49,28.0,162.56,S
70,31.0,160.02,XXXL
70,26.0,175.26,XL
54,32.0,162.56,M
72,35.0,177.8,XL
72,60.0,170.18,XXXL
68,64.0,175.26,XL
52,25.0,162.56,S
68,36.0,172.72,XXXL
54,31.0,167.64,XXS
48,23.0,160.02,S
56,34.0,162.56,S
54,27.0,172.72,M
56,64.0,157.48,L
48,28.0,160.02,XXS
62,44.0,175.26,L
61,45.0,162.56,XL
65,32.0,165.1,XL
70,32.0,154.94,XXXL
52,30.0,157.48,XXS
52,25.0,160.02,XXS
54,28.0,160.02,M
77,36.0,182.88,XL
53,31.0,170.18,XXS
53,35.0,160.02,XXS
63,30.0,172.72,XL
54,40.0,167.64,M
56,35.0,154.94,M
48,40.0,162.56,XXS
64,30.0,167.64,XL
61,32.0,170.18,M
65,28.0,167.64,L
70,25.0,182.88,L
56,52.0,157.48,S
61,45.0,165.1,L
59,43.0,162.56,L
54,49.0,157.48,S
61,34.0,177.8,S
60,33.0,157.48,L
49,32.0,160.02,XXXL
54,25.0,170.18,S
63,45.0,142.24,L
53,51.0,165.1,M
53,34.0,162.56,XXS
63,22.0,170.18,M
61,31.0,162.56,M
72,34.0,162.56,XXXL
77,27.0,172.72,XL
49,31.0,154.94,XXS
70,33.0,162.56,L
74,22.0,180.34,XL
65,30.0,170.18,XL
55,42.0,167.64,L
56,40.0,160.02,S
61,26.0,162.56,M
63,30.0,180.34,M
49,60.0,160.02,S
61,34.0,165.1,XL
54,21.0,172.72,XXS
49,44.0,154.94,S
61,27.0,177.8,L
65,30.0,175.26,L
49,32.0,167.64,S
56,51.0,160.02,L
68,29.0,167.64,XL
65,37.0,172.72,L
53,35.0,167.64,XXS
52,28.0,167.64,S
47,39.0,162.56,S
54,28.0,157.48,S
68,32.0,170.18,XXXL
56,31.0,170.18,M
53,46.0,165.1,S
58,36.0,162.56,XL
77,32.0,177.8,XXXL
69,31.0,172.72,L
86,36.0,175.26,XXXL
77,23.0,185.42,XXXL
63,53.0,167.64,XL
61,19.0,167.64,XL
58,37.0,167.64,L
61,47.0,170.18,XXXL
61,55.0,162.56,XXXL
45,37.0,162.56,XXS
53,41.0,165.1,M
92,25.0,165.1,XXXL
83,24.0,180.34,XXXL
45,30.0,160.02,S
54,34.0,170.18,S
74,31.0,167.64,XXXL
68,33.0,175.26,XXXL
55,30.0,157.48,S
52,25.0,167.64,XXS
49,30.0,165.1,XXS
53,49.0,160.02,S
77,45.0,170.18,XXXL
63,35.0,172.72,XXXL
90,30.0,170.18,XXXL
81,29.0,167.64,XL
63,31.0,165.1,XL
61,31.0,157.48,M
49,35.0,162.56,XXS
63,28.0,167.64,M
58,23.0,165.1,M
81,43.0,162.56,XXXL
56,31.0,167.64,XXS
90,30.0,172.72,XXXL
68,35.0,165.1,L
72,41.0,172.72,XXXL
79,31.0,182.88,XXXL
68,35.0,175.26,XL
50,38.0,157.48,XXS
56,28.0,165.1,L
70,43.0,162.56,XXXL
57,39.0,160.02,M
68,23.0,165.1,M
65,29.0,170.18,L
61,29.0,180.34,XL
49,28.0,157.48,XXS
56,26.0,157.48,M
58,40.0,160.02,M
72,39.0,172.72,XXXL
58,29.0,154.94,L
54,41.0,167.64,M
56,40.0,160.02,L
72,32.0,175.26,XL
56,28.0,165.1,M
49,39.0,167.64,S
65,26.0,182.88,L
70,37.0,170.18,XXXL
47,28.0,149.86,XXS
58,48.0,162.56,L
64,36.0,162.56,L
61,35.0,175.26,M
81,30.0,167.64,XXXL
56,33.0,157.48,S
49,24.0,157.48,S
56,30.0,170.18,M
58,25.0,172.72,S
68,31.0,162.56,XL
47,42.0,162.56,XXS
72,34.0,160.02,XXXL
72,27.0,177.8,L
65,30.0,170.18,L
79,48.0,170.18,XXXL
56,32.0,170.18,L
56,37.0,162.56,S
72,44.0,170.18,XXXL
72,41.0,167.64,XXXL
68,42.0,177.8,XL
52,28.0,165.1,S
74,35.0,162.56,XXXL
51,54.0,157.48,S
68,33.0,162.56,L
64,37.0,154.94,XL
68,30.0,167.64,XL
68,46.0,160.02,XXXL
70,32.0,182.88,L
55,28.0,170.18,S
52,27.0,157.48,S
74,33.0,172.72,XXXL
47,30.0,162.56,S
63,34.0,165.1,M
58,31.0,162.56,S
56,50.0,165.1,M
56,41.0,167.64,M
58,30.0,162.56,L
68,32.0,180.34,XL
65,40.0,162.56,XXXL
60,30.0,172.72,M
65,34.0,175.26,L
56,56.0,165.1,M
53,34.0,160.02,S
68,31.0,165.1,XL
60,37.0,167.64,M
61,25.0,175.26,M
72,31.0,165.1,XXXL
57,30.0,162.56,S
77,29.0,162.56,XL
58,28.0,167.64,S
61,24.0,160.02,S
53,39.0,160.02,M
63,51.0,167.64,XXXL
52,38.0,160.02,M
48,50.0,162.56,XXS
55,30.0,162.56,S
58,33.0,157.48,S
69,44.0,170.18,XXXL
68,21.0,177.8,XL
80,38.0,172.72,XXXL
83,32.0,160.02,XXXL
55,28.0,167.64,S
49,31.0,165.1,XXS
54,31.0,160.02,S
77,32.0,160.02,XXXL
55,26.0,170.18,M
58,34.0,175.26,S
65,33.0,160.02,L
63,27.0,162.56,XL
49,31.0,160.02,XXS
65,37.0,157.48,XXXL
61,33.0,162.56,M
56,26.0,165.1,S
48,28.0,160.02,XXS
74,57.0,162.56,XXXL
74,32.0,162.56,XXXL
48,43.0,162.56,S
56,31.0,160.02,M
79,37.0,170.18,XXXL
70,34.0,167.64,XXXL
65,30.0,167.64,M
50,41.0,162.56,M
52,28.0,165.1,XXS
58,26.0,165.1,S
54,38.0,170.18,S
62,42.0,162.56,M
54,29.0,165.1,XXS
72,40.0,165.1,XXXL
52,19.0,162.56,S
61,36.0,162.56,XL
77,26.0,170.18,XXXL
61,38.0,172.72,L
56,36.0,157.48,M
70,54.0,162.56,XXXL
54,30.0,170.18,M
65,27.0,152.4,XL
56,31.0,165.1,M
65,35.0,160.02,XL
57,37.0,172.72,M
88,31.0,167.64,XXXL
56,35.0,165.1,M
68,28.0,175.26,L
56,32.0,154.94,M
57,28.0,167.64,M
58,30.0,162.56,S
49,27.0,165.1,XXS
77,34.0,170.18,XXXL
74,28.0,177.8,XXXL
61,45.0,162.56,XL
58,27.0,160.02,M
63,30.0,162.56,XXS
56,23.0,157.48,S
58,30.0,167.64,S
56,34.0,157.48,L
86,29.0,170.18,XXXL
56,38.0,160.02,L
86,48.0,160.02,XXXL
73,54.0,170.18,XXXL
52,37.0,157.48,M
58,31.0,162.56,L
65,28.0,157.48,XXXL
54,33.0,172.72,S
77,36.0,165.1,XXXL
51,31.0,154.94,XXS
58,25.0,165.1,M
68,32.0,167.64,XXXL
58,32.0,167.64,M
58,27.0,165.1,S
65,29.0,172.72,L
58,29.0,157.48,M
63,26.0,167.64,M
72,35.0,172.72,L
58,35.0,175.26,S
48,26.0,160.02,XXS
48,43.0,162.56,S
77,36.0,175.26,XL
54,33.0,162.56,S
52,34.0,165.1,S
44,41.0,157.48,S
68,20.0,180.34,XL
74,25.0,167.64,XL
54,38.0,160.02,XXS
71,49.0,167.64,XXXL
62,46.0,165.1,M
70,29.0,167.64,XXXL
58,30.0,175.26,XXS
54,21.0,157.48,M
77,36.0,175.26,XXXL
72,30.0,167.64,XXXL
51,28.0,167.64,XXS
63,45.0,157.48,XL
56,35.0,162.56,XXS
63,34.0,172.72,XL
58,25.0,167.64,M
68,33.0,177.8,L
57,40.0,175.26,M
68,45.0,165.1,XXXL
65,27.0,177.8,XL
70,31.0,162.56,XXXL
60,69.0,167.64,L
70,34.0,165.1,XL
65,32.0,175.26,L
54,31.0,162.56,M
61,29.0,157.48,L
70,28.0,177.8,L
60,29.0,172.72,M
65,35.0,170.18,L
63,31.0,172.72,L
63,30.0,170.18,XL
54,47.0,160.02,M
68,40.0,162.56,M
64,38.0,177.8,M
62,40.0,170.18,XL
72,28.0,177.8,XXXL
65,30.0,172.72,XXXL
63,27.0,162.56,L
53,28.0,162.56,S
54,32.0,154.94,M
64,36.0,157.48,XL
73,33.0,167.64,XXXL
72,27.0,182.88,XXXL
52,32.0,162.56,XXS
51,25.0,162.56,M
55,31.0,165.1,M
61,39.0,152.4,M
65,25.0,167.64,XL
56,32.0,162.56,L
86,33.0,175.26,XXXL
68,28.0,175.26,XL
58,27.0,167.64,M
79,41.0,175.26,XXXL
52,33.0,162.56,XXS
56,32.0,157.48,L
58,29.0,162.56,L
67,36.0,172.72,XL
57,54.0,175.26,M
74,25.0,165.1,XXXL
55,33.0,162.56,XXS
68,38.0,157.48,XXXL
65,34.0,170.18,L
58,37.0,172.72,M
54,68.0,160.02,M
61,34.0,157.48,L
79,28.0,170.18,XXXL
54,29.0,167.64,XXS
95,24.0,175.26,XXXL
68,31.0,162.56,XL
45,33.0,160.02,XXS
81,33.0,175.26,XXXL
61,41.0,157.48,XL
77,40.0,167.64,XXXL
49,28.0,165.1,XXS
62,33.0,170.18,L
53,31.0,160.02,XXS
68,29.0,175.26,XL
61,25.0,162.56,M
58,33.0,160.02,M
49,46.0,167.64,XXS
63,34.0,172.72,M
54,29.0,165.1,M
56,30.0,160.02,S
58,29.0,162.56,M
74,26.0,182.88,XXXL
61,40.0,162.56,XL
72,29.0,165.1,XXXL
72,30.0,165.1,XXXL
57,53.0,162.56,M
68,40.0,175.26,XXXL
57,33.0,162.56,S
79,33.0,170.18,XXXL
54,32.0,172.72,S
66,54.0,170.18,XXXL
56,35.0,167.64,M
45,32.0,162.56,XXXL
47,28.0,157.48,XXS
58,32.0,170.18,S
54,33.0,160.02,M
62,66.0,160.02,XXXL
61,39.0,167.64,L
61,46.0,170.18,XXXL
56,30.0,172.72,XXS
61,31.0,167.64,L
70,43.0,167.64,XXXL
49,47.0,162.56,XXS
74,38.0,157.48,XXXL
58,41.0,157.48,XL
58,32.0,167.64,L
68,28.0,180.34,L
63,33.0,165.1,XL
54,27.0,162.56,S
72,30.0,170.18,XL
63,29.0,165.1,L
65,26.0,162.56,XL
61,33.0,162.56,M
90,34.0,157.48,XXXL
71,35.0,177.8,L
56,27.0,152.4,M
47,27.0,154.94,S
72,34.0,165.1,L
72,34.0,170.18,XL
48,26.0,162.56,XXS
64,41.0,167.64,XL
74,38.0,167.64,XL
56,27.0,160.02,M
53,31.0,160.02,S
58,25.0,167.64,M
70,39.0,170.18,XL
64,35.0,170.18,M
61,40.0,165.1,L
47,39.0,157.48,S
58,34.0,160.02,L
56,35.0,170.18,S
61,28.0,162.56,XXS
52,33.0,157.48,S
61,33.0,167.64,L
56,36.0,167.64,M
